script,sessionId,sessionIndex,expert,metric,n,r,z
Latin,e4f50c5e-b684-4501-8415-187e67bf60e1,12,1,totalTurningAbs,137,0.15925413256519,0.160621326424879
Latin,e4f50c5e-b684-4501-8415-187e67bf60e1,12,1,peakTurningAbs,137,0.147513536311948,0.148597703777791
Latin,e4f50c5e-b684-4501-8415-187e67bf60e1,12,1,p95TurningAbs,137,0.090883435262833,0.0911349090145002
Latin,e4f50c5e-b684-4501-8415-187e67bf60e1,12,1,meanTurning,137,-0.00671224660670002,-0.00671234741451411
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,drawingTime,138,0.298028136572762,0.307354125630524
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,pathLength,138,0.557672967925181,0.629449399639123
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,skeletonPixelCount,138,0.447317173973735,0.48134130564975
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,totalWorkProxy,138,0.387663366122202,0.409047196697873
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,workPerLength,138,-0.409462189112042,-0.434964909437621
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,meanSpeed,138,0.280536832596742,0.288264668186661
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,peakSpeed,138,0.393310990462775,0.415710940768506
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,rmsVstar,138,0.202353685918506,0.205185517950494
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,meanAccel,138,-0.0614369472666271,-0.0615144206846568
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,peakAccel,138,0.140145566424822,0.141074055723495
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,rmsAstar,138,0.0677388230037315,0.067842716803914
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,meanJerk,138,0.00455713732034633,0.00455716886752337
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,peakJerk,138,0.121882902532697,0.122491881267998
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,rmsJstar,138,0.112472720510641,0.112950617260229
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,totalTurningAbs,138,0.152468594738442,0.153666814945509
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,peakTurningAbs,138,0.111580495181935,0.112047052161911
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,p95TurningAbs,138,-0.00122099823185715,-0.00122099883862734
Latin,01ae97ad-9b4e-4354-b427-96a0f18b523f,13,0,meanTurning,138,-0.199554253598559,-0.20226827796701
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,drawingTime,300,0.389857205389604,0.4116316358071
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,pathLength,300,0.381312411877635,0.401594454100321
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,skeletonPixelCount,300,0.368283487141271,0.386435783121941
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,totalWorkProxy,300,0.392222205818248,0.414423556850709
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,workPerLength,300,-0.0656266662885332,-0.0657211254422766
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,meanSpeed,300,-0.00951895205354933,-0.00951923957468492
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,peakSpeed,300,0.383178948931275,0.403780381995375
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,rmsVstar,300,0.348761302554981,0.364032829406642
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,meanAccel,300,-0.0413681158680131,-0.0413917381699155
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,peakAccel,300,0.11630886725582,0.116837631593791
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,rmsAstar,300,0.311768390117001,0.322502999221787
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,meanJerk,300,0.0904176589688819,0.0906652734715152
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,peakJerk,300,0.087672302825229,0.0878979735895788
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,rmsJstar,300,0.33804610624253,0.351884896275048
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,totalTurningAbs,300,0.261695067386269,0.267927230171299
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,peakTurningAbs,300,0.252835249076003,0.258439375081039
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,p95TurningAbs,300,0.0391181291967262,0.0391381007558427
Latin,ecf9bb43-cfcc-46d9-b669-49ed9ea2a98a,14,1,meanTurning,300,0.0175808490627543,0.0175826607316682
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,drawingTime,137,0.375327692363831,0.394610049484414
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,pathLength,137,0.501897940168438,0.551839942639261
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,skeletonPixelCount,137,0.821791377353391,1.1623103339648
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,totalWorkProxy,137,0.187523675325762,0.189769348954807
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,workPerLength,137,-0.0903737384961796,-0.0906209911510336
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,meanSpeed,137,0.070425310396558,0.0705420881474561
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,peakSpeed,137,0.337392785888169,0.351147469042518
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,rmsVstar,137,0.211713235078633,0.214964297690797
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,meanAccel,137,-0.0952170258822828,-0.0955063562140788
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,peakAccel,137,0.0915880347909485,0.0918454228613739
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,rmsAstar,137,0.255037990076017,0.260793949197954
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,meanJerk,137,-0.0189238276148505,-0.0189260870455443
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,peakJerk,137,-0.035109781320849,-0.0351242185714489
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,rmsJstar,137,0.286940350743408,0.295228891270942
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,totalTurningAbs,137,0.31070796982795,0.321328838788137
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,peakTurningAbs,137,0.10459124120481,0.104975150151639
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,p95TurningAbs,137,0.0411332678859757,0.0411564898836994
Greek,8e049348-5a96-4296-806e-9499b0adaac1,15,1,meanTurning,137,0.0779806648907198,0.0781393105215338
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,drawingTime,132,0.249315602920164,0.254682921410842
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,pathLength,132,0.780445822723673,1.04651002538285
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,skeletonPixelCount,132,0.834160909396106,1.20166220064382
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,totalWorkProxy,132,0.384236698291621,0.405020753557374
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,workPerLength,132,-0.157987063277432,-0.15932155402961
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,meanSpeed,132,0.280298506757284,0.288006002402305
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,peakSpeed,132,0.393144099941433,0.415513524124887
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,rmsVstar,132,0.0247128937522247,0.0247179265413396
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,meanAccel,132,0.245556896635583,0.250679074889832
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,peakAccel,132,0.225147660374952,0.229072086555972
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,rmsAstar,132,0.0558364421191831,0.0558945781544727
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,meanJerk,132,0.231863440780752,0.236157882801635
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,peakJerk,132,0.265336088948835,0.271839959038897
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,rmsJstar,132,0.0777634668713488,0.0779207873640405
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,totalTurningAbs,132,0.0393042422620029,0.0393245004143206
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,peakTurningAbs,132,0.0536460037016896,0.053697555245859
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,p95TurningAbs,132,-0.32882696418438,-0.341512434489097
Greek,d3faa461-00ab-4921-932e-9dcfbe0a411b,16,0,meanTurning,132,-0.191947379672486,-0.194358260756255
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,drawingTime,130,0.535994124764061,0.598517937192196
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,pathLength,130,0.838365197417181,1.2156462452946
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,skeletonPixelCount,130,0.852277386106795,1.26441744788052
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,totalWorkProxy,130,0.626865633756239,0.73623596627011
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,workPerLength,130,-0.22218509795464,-0.225953509409459
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,meanSpeed,130,0.229775097950858,0.233952015834825
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,peakSpeed,130,0.525726110942352,0.584220367105933
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,rmsVstar,130,0.0879427450785974,0.0881705171998463
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,meanAccel,130,0.186816377531858,0.18903637306083
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,peakAccel,130,0.290563851058232,0.299181998797784
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,rmsAstar,130,0.204439194976321,0.207361029071637
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,meanJerk,130,0.216882089325758,0.220381964478177
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,peakJerk,130,0.37380510851866,0.39283898470598
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,rmsJstar,130,0.26630011971403,0.272877286719944
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,totalTurningAbs,130,0.238761920322709,0.24346077422037
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,peakTurningAbs,130,0.0457443607501324,0.0457763082720184
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,p95TurningAbs,130,-0.0305660642050815,-0.030575588675896
Greek,3121f4c9-15f6-4b1d-b760-105f551d9462,17,0,meanTurning,130,-0.214820350368709,-0.218219470215217
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,drawingTime,163,0.362007817600741,0.379194598255464
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,pathLength,163,0.497831709944311,0.54641925596923
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,skeletonPixelCount,163,0.838972135504892,1.21769232554995
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,totalWorkProxy,163,0.466159061049683,0.505151724570026
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,workPerLength,163,-0.00110132759236044,-0.00110132803763576
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,meanSpeed,163,0.12029223378878,0.120877542405515
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,peakSpeed,163,0.329535172710592,0.342306711007872
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,rmsVstar,163,0.207694939873142,0.210761159402296
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,meanAccel,163,0.0718981688089292,0.0720224433414998
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,peakAccel,163,0.340123730208894,0.354232438613371
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,rmsAstar,163,0.272792766951704,0.279878652486466
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,meanJerk,163,0.187316790681126,0.189554932648413
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,peakJerk,163,0.216596522031623,0.220082321159029
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,rmsJstar,163,0.255078817524544,0.260837617477196
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,totalTurningAbs,163,0.195892880847238,0.198457936454552
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,peakTurningAbs,163,0.0645440526746831,0.0646339061464011
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,p95TurningAbs,163,-0.0779613242648729,-0.0781198515956133
Greek,669a11d3-9cb7-4931-b310-5f42c9e3c60c,18,1,meanTurning,163,-0.0700786153281558,-0.0701936735315012
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,drawingTime,136,0.485629198639529,0.530324627746926
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,pathLength,136,0.579500231804822,0.661709919423808
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,skeletonPixelCount,136,0.837175228144039,1.21165493280335
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,totalWorkProxy,136,0.493185919598722,0.540261543149235
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,workPerLength,136,-0.244765595195797,-0.249837171609381
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,meanSpeed,136,0.248735877463343,0.254064868084873
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,peakSpeed,136,0.494263198242412,0.54168607051071
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,rmsVstar,136,0.0368432131565565,0.0368598973475605
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,meanAccel,136,0.0426564704831469,0.0426823709740376
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,peakAccel,136,0.0576989758113521,0.0577631339508501
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,rmsAstar,136,0.229190372099518,0.233334785159129
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,meanJerk,136,0.0792504552655548,0.079416997698173
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,peakJerk,136,0.101307514000513,0.101656244165426
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,rmsJstar,136,0.342397232534529,0.356805610982226
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,totalTurningAbs,136,0.187493200412555,0.189737763516072
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,peakTurningAbs,136,-0.100786067323338,-0.101129418345068
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,p95TurningAbs,136,-0.156586547376156,-0.157885511411669
Greek,52e519d5-13e1-4e86-a07f-73e28ee3cebd,19,0,meanTurning,136,-0.220131648881555,-0.223794458001827
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,drawingTime,144,0.449292061943961,0.483812936199957
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,pathLength,144,0.65254443642779,0.779717339786871
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,skeletonPixelCount,144,0.798986965723918,1.09580461776668
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,totalWorkProxy,144,0.496134990544463,0.544165997485161
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,workPerLength,144,0.0795493833916645,0.0797178223294986
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,meanSpeed,144,-0.103647964357128,-0.104021535193682
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,peakSpeed,144,-0.0797266078257352,-0.0798961779328004
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,rmsVstar,144,0.0676798329544234,0.0677834550660044
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,meanAccel,144,-0.139882913237528,-0.140806150524403
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,peakAccel,144,-0.0342586541793976,-0.0342720662433502
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,rmsAstar,144,0.302769106367357,0.31256536809686
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,meanJerk,144,-0.0787364422206504,-0.0788997570782582
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,peakJerk,144,0.123507535681202,0.124141346036761
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,rmsJstar,144,0.280351106185026,0.288063087707341
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,totalTurningAbs,144,0.30568574392746,0.315779489726849
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,peakTurningAbs,144,0.197672666970103,0.200309418953594
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,p95TurningAbs,144,0.036595718669986,0.0366120687076102
Greek,b7e0a5b2-a5b0-40f9-9de4-684fdd57f38e,20,0,meanTurning,144,0.106892819127084,0.107302754974785
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,drawingTime,155,0.263050904787766,0.269383303332237
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,pathLength,155,0.69659411227879,0.860653292265266
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,skeletonPixelCount,155,0.853865063593761,1.27024877270262
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,totalWorkProxy,155,0.554250410930138,0.624495661341317
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,workPerLength,155,-0.317706733015355,-0.329094302776804
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,meanSpeed,155,0.415200044201943,0.441878170614218
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,peakSpeed,155,0.59877091898924,0.691228949432756
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,rmsVstar,155,0.0945771589094776,0.0948606745593257
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,meanAccel,155,0.257332166286823,0.263249271544041
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,peakAccel,155,0.386136049429822,0.407251004987643
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,rmsAstar,155,0.00551049971351086,0.00551055549108349
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,meanJerk,155,0.122784358627182,0.123407033149417
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,peakJerk,155,0.262932448976264,0.269256045801519
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,rmsJstar,155,0.00112802715486709,0.00112802763331839
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,totalTurningAbs,155,-0.0195574368147899,-0.0195599309169436
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,peakTurningAbs,155,0.0570299872236558,0.0570919366397127
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,p95TurningAbs,155,-0.26133423522602,-0.267539909155069
Greek,fcbead84-fab4-4782-b106-94004f7f1186,21,0,meanTurning,155,-0.342005583519024,-0.356362016210139
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,drawingTime,130,0.401715022184016,0.425692294880811
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,pathLength,130,0.680118773774946,0.829335004863339
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,skeletonPixelCount,130,0.819037869663255,1.15388760626562
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,totalWorkProxy,130,0.509296936393827,0.561780014964639
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,workPerLength,130,-0.398651081814449,-0.422044104679015
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,meanSpeed,130,0.372304082779746,0.391095288727042
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,peakSpeed,130,0.630417959053278,0.742109464726969
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,rmsVstar,130,0.309469991680898,0.319959158547094
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,meanAccel,130,0.0505730857050112,0.050616267855996
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,peakAccel,130,0.343543791435504,0.35810501772053
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,rmsAstar,130,0.13201334856948,0.13278835735514
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,meanJerk,130,0.0736307430439065,0.073764240254441
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,peakJerk,130,0.191298918257734,0.193685080518892
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,rmsJstar,130,0.184039581461579,0.18616069903958
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,totalTurningAbs,130,0.234470122275822,0.238914430764998
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,peakTurningAbs,130,0.158372535885434,0.159716919010495
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,p95TurningAbs,130,-0.00518022776955404,-0.00518027410702265
Greek,2996fed9-70f8-4b1f-b43b-f2cb6f003130,22,0,meanTurning,130,-0.201045409636691,-0.203821760078457
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,drawingTime,135,0.383596476419266,0.404269855283811
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,pathLength,135,0.770383891488852,1.02127143444643
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,skeletonPixelCount,135,0.857001452781383,1.28194193639077
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,totalWorkProxy,135,0.636880205688584,0.752907301908567
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,workPerLength,135,-0.445730530770791,-0.479359527690647
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,meanSpeed,135,0.483891638727652,0.528053327718016
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,peakSpeed,135,0.762533852450068,1.00224133244116
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,rmsVstar,135,0.256725059846579,0.262599220281426
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,meanAccel,135,0.177081097770817,0.178967675187661
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,peakAccel,135,0.387433701731488,0.408776941655466
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,rmsAstar,135,0.0435590188816327,0.0435865997424744
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,meanJerk,135,0.162761357922954,0.164221895189177
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,peakJerk,135,0.206468137760251,0.209479391343007
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,rmsJstar,135,0.108343614004533,0.108770549650785
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,totalTurningAbs,135,0.080532996833596,0.0807077780961117
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,peakTurningAbs,135,0.180815162925002,0.182825275155137
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,p95TurningAbs,135,-0.0265544690769759,-0.0265607132569197
Greek,2189c50c-1301-4df2-b92a-9df373cafae3,23,1,meanTurning,135,-0.297087189817385,-0.306321773753009
Cyrillic,c9f1596e-ad12-4d54-b2dd-1adc60eaa973,24,1,drawingTime,173,0.505391629044195,0.556521041161774
Cyrillic,c9f1596e-ad12-4d54-b2dd-1adc60eaa973,24,1,pathLength,173,0.370477783283105,0.388976779722209
Cyrillic,c9f1596e-ad12-4d54-b2dd-1adc60eaa973,24,1,skeletonPixelCount,173,0.205388783612118,0.208352238420814
Cyrillic,c9f1596e-ad12-4d54-b2dd-1adc60eaa973,24,1,totalWorkProxy,173,0.376150786154121,0.39556845037971
Cyrillic,c9f1596e-ad12-4d54-b2dd-1adc60eaa973,24,1,workPerLength,173,0.025684084556835,0.0256897344854483
Cyrillic,c9f1596e-ad12-4d54-b2dd-1adc60eaa973,24,1,meanSpeed,173,-0.370750361569746,-0.389292759324134
Cyrillic,c9f1596e-ad12-4d54-b2dd-1adc60eaa973,24,1,peakSpeed,173,0.0775175068722798,0.0776733357139619
Cyrillic,c9f1596e-ad12-4d54-b2dd-1adc60eaa973,24,1,rmsVstar,173,0.420020666202936,0.447717116316081
Cyrillic,c9f1596e-ad12-4d54-b2dd-1adc60eaa973,24,1,meanAccel,173,-0.411969769454082,-0.437981324509409
Cyrillic,c9f1596e-ad12-4d54-b2dd-1adc60eaa973,24,1,peakAccel,173,-0.0629405323336985,-0.0630238436422698
Cyrillic,c9f1596e-ad12-4d54-b2dd-1adc60eaa973,24,1,rmsAstar,173,0.490830111819685,0.53715331822097
